387,0.4,,0,0,0,0,0,0,0.099
5,267.2,,6,,0,,25.5,,0.109
a7,0,,0,,0,,0,,0.109
aa,0,12,9,0,0,240,192,0,0.11
ab,0,0,0,0,0,0,0,0,0.11
387,0.4,,0,0,0,0,0,0,0.149
387,0.4,,0,0,0,0,0,0,0.199
387,0.4,,0,0,0,0,0,0,0.249
387,0.4,,0,0,0,0,0,0,0.299
387,-0.1,,0,0,0,0,0,0,0.349
387,0.2,,48,0,0,0,0,0,0.399
387,0.6,,48,0,0,0,0,0,0.499
387,-0.3,,48,0,0,0,0,0,0.549
387,0.4,,48,0,0,0,0,0,0.599
5,267.2,,0,,0,,90.1,,0.619
387,0.4,,48,0,0,0,0,0,0.649
387,0.4,,48,0,0,0,0,0,0.699
387,0.6,,48,0,0,0,0,0,0.749
387,0.4,,48,0,0,0,0,0,0.799
387,0.4,,48,0,0,0,0,0,0.849
387,0.6,,48,0,0,0,0,0,0.899
387,0.2,,48,0,0,0,0,0,0.949
387,0.4,,48,0,0,0,0,0,0.999
387,0,,48,0,0,0,0,0,1.049
387,0.2,,48,0,0,0,0,0,1.099
400,34.3,,35.1,,306,,301,,1.121
387,0.6,,48,0,0,0,0,0,1.149
387,0.4,,48,0,0,0,0,0,1.199
387,0.4,,48,0,0,0,0,0,1.249
387,0.2,,48,0,0,0,0,0,1.299
387,0,,48,0,0,0,0,0,1.349
387,0.4,,48,0,0,0,0,0,1.399
387,0.4,,48,0,0,0,0,0,1.449
387,0.2,,48,0,0,0,0,0,1.499
387,0,,48,0,0,0,0,0,1.549
387,0.2,,48,0,0,0,0,0,1.599
5,267.2,,0,,0,,92.8,,1.639
400,34.5,,35,,307,,300,,1.682
387,-0.3,,48,0,0,0,0,0,1.699
387,0.4,,48,0,0,0,0,0,1.749
387,0.6,,48,0,0,0,0,0,1.799
387,0.4,,48,0,0,0,0,0,1.849
387,0.2,,48,0,0,0,0,0,1.899
387,0.2,,48,0,0,0,0,0,1.949
387,0.6,,48,0,0,0,0,0,1.999
387,0.6,,48,0,0,0,0,0,2.049
387,0.2,,48,0,0,0,0,0,2.149
387,0.2,,48,0,0,0,0,0,2.199
400,34.7,,34.5,,307,,301,,2.243
380,37,95,0,,485.59,,0,,2.268
387,0.6,,48,0,0,0,0,0,2.299
387,0.4,,48,0,0,0,0,0,2.349
387,0.4,,48,0,0,0,0,0,2.399
387,0.4,,48,0,0,0,0,0,2.449
387,0.4,,48,0,0,0,0,0,2.499
387,0.6,,48,0,0,0,0,0,2.549
387,0.2,,48,0,0,0,0,0,2.599
766,0,0,100,100,100,5,2613,,2.613
0,0,,0,,1,2,0,,2.613
5,267.2,,0,,0,,92.8,,2.659
387,-0.1,,48,0,0,0,0,0,2.699
387,0,,48,0,0,0,0,0,2.749
0,0,,0,,1,2,0,,2.755
387,0.6,,48,0,0,0,0,0,2.799
380,37,95,0,,485.58,,0,,2.822
387,-0.1,,48,0,0,0,0,0,2.849
387,0.4,,48,0,0,0,0,0,2.899
387,0.4,,48,0,0,0,0,0,2.949
387,0.4,,48,0,0,0,0,0,2.999
0,0,,0,,1,2,0,,3.006
0,0,,0,,1,2,0,,3.045
0,0,,0,,1,2,0,,3.09
0,0,,0,,1,2,0,,3.13
5,266.3,,0,,0,,93.6,,3.169
0,0,,0,,1,2,0,,3.175
387,0.6,,48,0,0,0,0,0,3.199
387,0.2,,48,0,0,0,0,0,3.249
0,0,,0,,1,2,0,,3.256
387,0.2,,48,0,0,0,0,0,3.299
