Time (s),Voltage (V),Current (A),Temperature (C),Torque (Nm),Speed (RPM),SOC (%)
467.5,490.84,-0.4,31,0,1222,98
467.5,490.84,-0.4,31,0,1222,98
468,490.9,-1.9,31,0,1158,98
468,490.9,-0.7,31,0,1158,98
468.6,490.98,-0.7,31,0,1115,98
469.2,491.02,-0.2,31,3.9,1068,98
469.2,491.02,-0.2,31,3.9,1068,98
469.2,491.02,0,31,3.9,1068,98
469.7,491.08,3.8,31,15.7,1070,98
470.3,490.58,3.3,31,15.7,1076,98
470.3,490.58,3.1,31,15.7,1076,98
470.8,489.07,3.1,31,11.8,1092,98
470.8,489.07,2.9,31,11.8,1092,98
471.4,489.09,-1.1,31,3.9,1073,98
471.4,489.09,-1.9,31,3.9,1073,98
471.9,490.08,-1.9,31,0,1059,98
471.9,490.08,-0.6,31,0,1059,98
472.5,491,-0.7,31,0,1003,98
472.5,491,-1.1,31,0,1003,98
473,491.17,-0.6,31,0,973,98
473,491.17,-0.9,31,0,973,98
473.6,491.22,-0.7,31,0,932,98
473.6,491.22,-0.7,31,0,932,98
474.2,491.27,-0.7,31,0,879,98
474.2,491.27,-0.4,31,0,879,98
474.7,491.28,-0.9,31,0,842,97
474.7,491.28,-0.7,31,0,842,97
475.3,491.33,-0.7,31,1.9,803,97
475.3,491.33,-0.2,31,1.9,803,97
475.8,491.33,-0.7,31,1.9,777,97
475.8,491.33,-0.6,31,1.9,777,97
476.4,491.18,-0.6,31,0,744,97
476.4,491.18,-0.7,31,0,744,97
476.9,491.22,-0.7,31,0,720,98
477.5,491.39,-0.7,31,0,688,98
477.5,491.39,-0.9,31,0,688,98
478.1,491.42,-0.7,31,0,649,97
478.1,491.42,-0.9,31,0,649,97
478.6,491.44,-0.7,31,0,613,97
478.6,491.44,-0.6,31,0,613,97
479.1,491.46,-1.1,31,0,581,98
479.1,491.46,-0.7,31,0,581,98
480.3,491.48,-0.9,31,0,500,97
480.3,491.48,-0.4,31,0,500,97
480.8,491.51,-0.9,31,0,471,97
481.4,491.53,-0.7,31,0,439,97
481.4,491.53,-0.7,31,0,439,97
481.9,491.55,-0.7,31,0,397,97
481.9,491.55,-0.7,31,0,397,97
482.5,491.55,-0.9,31,0,343,98
482.5,491.55,-0.9,31,0,343,98
483,491.57,-0.6,31,0,287,97
483,491.57,-0.9,31,0,287,97
483.6,491.59,-0.9,31,0,216,97
484.1,491.61,-0.7,31,0,149,98
484.1,491.61,-0.7,31,0,149,98
484.7,491.6,-0.7,31,0,67,98
484.7,491.6,-0.7,31,0,67,98
485.3,491.61,-0.6,31,0,1,97
485.3,491.61,-0.7,31,0,1,97
485.8,491.6,-0.4,31,0,0,97
485.8,491.6,-0.7,31,0,0,97
486.4,491.62,-0.9,31,0,0,97
486.4,491.62,-0.7,31,0,0,97
486.9,491.62,-1.1,31,0,0,97
486.9,491.62,-0.6,31,0,0,97
487.5,491.64,-0.9,31,0,-5,98
488,491.64,-0.7,31,0,-32,98
488,491.64,-0.7,31,0,-32,98
488.6,491.63,-0.9,31,0,-55,97
488.6,491.63,-0.9,31,0,-55,97
488.6,491.63,-0.7,31,0,-55,97
489.1,491.63,-0.9,31,0,-59,98
489.1,491.63,-0.7,31,0,-59,98
489.7,491.65,-0.7,31,0,-19,98
489.7,491.65,-0.2,31,0,-19,98
490.3,491.65,-0.7,31,0,-1,97
490.3,491.65,-0.6,31,0,-1,97
490.8,491.66,-0.9,31,0,0,97
490.8,491.66,-0.7,31,0,0,97
491.4,491.66,-0.7,31,0,0,97
491.4,491.66,-0.9,31,0,0,97
491.9,491.7,-0.6,31,0,0,98
491.9,491.7,-0.7,31,0,0,98
492.5,491.7,-0.9,31,0,0,98
492.5,491.7,-0.9,31,0,0,98
493,491.7,-0.7,31,0,0,97
493,491.7,-1.1,31,0,0,97
494.1,491.72,-0.6,31,0,0,97
494.1,491.72,-0.7,31,0,0,97
494.7,491.71,-0.6,31,0,0,98
495.2,491.72,-0.4,31,0,0,98
495.8,491.71,-0.7,31,0,0,97
495.8,491.71,-0.9,31,0,0,97
496.4,491.73,-1.1,31,0,0,97
496.9,491.73,-0.6,31,0,0,97
496.9,491.73,-0.7,31,0,0,97
497.5,491.74,-1.1,31,0,0,98
498,491.74,-1.1,31,0,0,97
498,491.74,-1.1,31,0,0,97
498.6,491.74,-0.7,31,0,0,97
498.6,491.74,-0.7,31,0,0,97
499.1,491.74,-1.1,31,0,0,98
499.1,491.74,-0.9,31,0,0,98
499.7,491.75,-0.9,31,0,0,97
499.7,491.75,-0.6,31,0,0,97
500.2,491.75,-0.7,31,0,0,97
500.2,491.75,-0.7,31,0,0,97
500.8,491.76,-0.9,31,0,0,98
500.8,491.76,-0.7,31,0,0,98
501.4,491.76,-0.7,31,0,0,97
501.4,491.76,-0.7,31,0,0,97
501.9,491.76,-0.7,31,0,0,97
501.9,491.76,-0.7,31,0,0,97
502.5,491.77,-0.7,31,0,0,97
502.5,491.77,-0.7,31,0,0,97
503,491.77,-1.1,31,7.8,0,97
503,491.77,-0.9,31,7.8,0,97
504.2,491.54,15.6,31,115,360,98
504.2,491.54,17.7,31,115,360,98
504.7,489.62,26.5,31,130,728,97
504.7,489.62,27.4,31,130,728,97
505.3,484.99,46.1,31,147.7,1052,97
505.3,484.99,48.4,31,147.7,1052,97
505.9,479.97,73.5,31,165.4,1519,98
505.9,479.97,73.5,31,165.4,1519,98
506.4,471.2,98.2,31,159.5,1963,98
507,461.08,87.2,31,130,2331,97
507,461.08,77.1,31,130,2331,97
507.6,454.46,-2.6,31,5.9,2469,98
507.6,454.46,20.2,31,5.9,2469,98
508.1,454.36,0,31,0,2411,98
508.1,454.36,-2.5,31,0,2411,98
508.7,486.39,-3.9,31,0,2304,98
508.7,486.39,-3.3,31,0,2304,98
509.8,489.5,-0.2,31,0,2147,99
509.8,489.5,-1.7,31,0,2147,99
510.4,488.71,-1.7,31,0,2016,98
510.4,488.71,-2.5,31,0,2016,98
510.9,489.96,-1.5,31,0,1884,98
510.9,489.96,-4.1,31,0,1884,98
511.4,490.28,0,31,0,1811,98
511.4,490.28,-2.1,31,0,1811,98
512,490.34,-0.4,31,5.9,1680,98
512,490.34,0.4,31,5.9,1680,98
512.6,490.28,6.7,31,43.3,1599,98
512.6,490.28,18.3,31,43.3,1599,98
513.1,490.2,16.4,31,45.3,1624,98
513.1,490.2,17.3,31,45.3,1624,98
513.7,481.63,3.8,31,21.6,1533,98
513.7,481.63,-0.9,31,21.6,1533,98
514.2,482.41,21,31,35.4,1564,99
514.2,482.41,17,31,35.4,1564,99
514.8,484.54,12,31,33.4,1516,98
514.8,484.54,13.9,31,33.4,1516,98
514.8,484.54,15.2,31,33.4,1516,98
515.4,484.4,-1.3,31,25.6,1489,98
515.4,484.4,2.9,31,25.6,1489,98
515.9,484.96,7.4,31,21.2,1483,98
515.9,484.96,6.7,31,21.2,1483,98
516.5,486.81,-0.2,31,3.9,1427,98
516.5,486.81,1.5,31,3.9,1427,98
517,486.98,4.6,31,13.7,1419,98
517,486.98,4.8,31,13.7,1419,98
517.6,488.57,8,31,17.7,1359,98
517.6,488.57,7.1,31,17.7,1359,98
518.1,489.29,14.7,31,45.3,1348,98
518.7,486.96,25.5,31,66.9,1465,98
518.7,486.96,27.4,31,66.9,1465,98
519.3,482.06,46.5,31,102.4,1543,99
519.3,482.06,48.9,31,102.4,1543,99
519.8,478.81,48.4,31,104.4,1773,98
519.8,478.81,51.4,31,104.4,1773,98
520.4,470.44,59.4,31,110,2013,98
520.4,470.44,59.2,31,110,2013,98
521,467.14,35.8,31,68.9,2245,98
521,467.14,33.7,31,68.9,2245,98
521.5,465.25,-1.1,31,0,2236,98
521.5,465.25,-0.7,31,0,2236,98
522.1,476.57,-1.5,31,0,2139,98
522.7,487.96,-2.3,31,0,2025,98
522.7,487.96,-4.1,31,0,2025,98
523.2,489.13,-4.1,31,0,1915,99
523.8,489.14,23.4,31,45.3,1836,99
523.8,489.14,24.4,31,45.3,1836,99
524.3,489.27,38.5,31,72.8,1891,98
524.3,489.27,35,31,72.8,1891,98
524.9,480.18,57.7,31,98.5,2101,99
525.4,473.32,50.6,31,94.5,2299,98
525.4,473.32,56.3,31,94.5,2299,98
526,466.86,-1.1,31,0,2334,98
526,466.86,-0.9,31,0,2334,98
526.6,464.34,-1.7,31,0,2266,98
526.6,464.34,-3,31,0,2266,98
527.1,487.67,2.9,31,21.6,2238,99
527.1,487.67,8,31,21.6,2238,99
527.7,488.8,2.9,31,15.7,2231,99
528.2,482.54,9.5,31,21.6,2219,98
528.2,482.54,9.5,31,21.6,2219,98
528.8,486.68,2.9,31,13.7,2204,98
528.8,486.68,3.8,31,13.7,2204,98
529.3,483.76,2.1,31,7.8,2163,98
529.3,483.76,-0.4,31,7.8,2163,98
529.9,486.27,2.1,31,5.9,2137,98
529.9,486.27,2.7,31,5.9,2137,98
529.9,486.27,-0.7,31,5.9,2137,98
530.4,487.82,-1.5,31,0,2061,98
530.4,487.82,-1.3,31,0,2061,98
531,487.93,-0.9,31,0,1893,98
531,487.93,-2.3,31,0,1893,98
531.6,489.63,-3,31,0,1690,98
531.6,489.63,-0.4,31,0,1690,98
532.1,489.81,-1.1,31,0,1496,98
532.1,489.81,-1.7,31,0,1496,98
532.7,489.67,1.3,31,13.7,1376,98
532.7,489.67,5.3,31,13.7,1376,98
533.2,489.78,9.2,31,27.5,1319,98
533.2,489.78,8.8,31,27.5,1319,98
533.8,487.55,20.6,31,49.2,1292,98
533.8,487.55,20.4,31,49.2,1292,98
534.3,485.59,11.8,31,39.4,1277,98
534.3,485.59,14.5,31,39.4,1277,98
534.9,481.71,16,31,53.1,1371,98
534.9,481.71,20.8,31,53.1,1371,98
535.5,484.34,26.9,31,68.2,1446,98
535.5,484.34,26.1,31,68.2,1446,98
536,479.91,39,31,88.6,1591,98
536.6,477.3,36.9,31,78.8,1707,98
536.6,477.3,32.4,31,78.8,1707,98
537.2,473.34,11.2,31,23.6,1806,98
537.2,473.34,10.7,31,23.6,1806,98
537.7,474.3,-0.9,31,0,1768,98
537.7,474.3,-1.5,31,0,1768,98
538.3,485.07,-3,31,0,1650,98
538.3,485.07,0.4,31,0,1650,98
538.8,488.79,-0.7,31,0,1509,98
538.8,488.79,-1.7,31,0,1509,98
539.4,489.08,12.8,31,27.5,1441,98
539.4,489.08,12.8,31,27.5,1441,98
540,489.2,21.1,31,49.2,1455,98
540,489.2,19.6,31,49.2,1455,98
540.5,484.9,19.4,31,47.2,1527,98
541.1,480.85,35.2,31,86.6,1629,98
541.6,480.73,55.8,31,106.3,1829,98
542.2,471.43,-3.9,31,7.8,1950,97
542.2,471.43,-6.4,31,7.8,1950,97
543.3,487.75,-1.1,31,0,1847,98
543.3,487.75,0,31,0,1847,98
543.8,488.49,3.3,31,13.7,1780,98
543.8,488.49,3.8,31,13.7,1780,98
544.4,488.9,18.9,32,35.4,1789,98
544.4,488.9,15.4,32,35.4,1789,98
545,480.97,13.9,32,35.4,1824,99
545,480.97,17.9,32,35.4,1824,99
545.5,481.85,13,32,31.5,1853,98
545.5,481.85,17,32,31.5,1853,98
546.1,481.78,22.7,32,49.2,1897,98
546.1,481.78,24.9,32,49.2,1897,98
546.7,481.75,14.7,32,31.5,1985,98
547.2,478.12,1.9,32,11.8,1947,98
547.2,478.12,5.7,32,11.8,1947,98
547.7,482.07,0.4,32,5.9,1887,98
547.7,482.07,1,32,5.9,1887,98
548.9,487.95,4.8,32,15.7,1854,98
548.9,487.95,9.5,32,15.7,1854,98
549.4,486.16,8.8,32,21.6,1827,97
549.4,486.16,6.1,32,21.6,1827,97
550,486.07,19,32,35.4,1837,98
550,486.07,17.7,32,35.4,1837,98
550.5,483.26,26.7,32,47.2,1903,98
550.5,483.26,21.1,32,47.2,1903,98
551.1,481.59,-0.6,32,9.8,1891,98
551.1,481.59,-3,32,9.8,1891,98
551.6,479.17,79.2,32,84.7,2006,98
551.6,479.17,56.3,32,84.7,2006,98
552.2,485.82,76,32,114.2,2207,98
552.2,485.82,67.6,32,114.2,2207,98
552.8,472.52,65.3,32,98.5,2465,98
552.8,472.52,63.6,32,98.5,2465,98
553.4,460.23,44.7,32,41.3,2628,98
553.4,460.23,24.4,32,41.3,2628,98
553.9,462.36,-1.7,32,3.9,2563,98
553.9,462.36,0.8,32,3.9,2563,98
554.5,476.48,-3,32,0,2471,98
554.5,476.48,-2.1,32,0,2471,98
555,486.57,-3,32,0,2368,98
555,486.57,-3.1,32,0,2368,98
555.6,487.95,-1.5,32,0,2154,98
555.6,487.95,-0.2,32,0,2154,98
556.2,488.46,-1.5,32,0,1966,98
556.2,488.46,-1.5,32,0,1966,98
556.7,488.58,-0.2,32,0,1810,98
556.7,488.58,-0.4,32,0,1810,98
557.2,488.51,-3,32,0,1680,98
557.2,488.51,-0.4,32,0,1680,98
557.8,488.81,6.3,32,17.7,1576,98
557.8,488.81,5.9,32,17.7,1576,98
558.4,488.84,8.8,32,27.5,1494,98
558.4,488.84,6.5,32,27.5,1494,98
558.9,487.64,14.9,32,37.4,1526,98
559.5,484.04,19,32,49.2,1549,98
559.5,484.04,17.3,32,49.2,1549,98
560,482.55,22.9,32,51.2,1595,98
560,482.55,19.2,32,51.2,1595,98
560.6,479.73,7.4,32,19.7,1678,98
560.6,479.73,8.6,32,19.7,1678,98
561.2,479.18,1.5,32,7.8,1633,98
561.7,485.65,2.3,32,9.8,1537,97
561.7,485.65,2.1,32,9.8,1537,97
562.3,487.36,14.1,32,35.4,1523,98
562.3,487.36,13.9,32,35.4,1523,98
562.8,485.46,20.6,32,49.2,1526,98
562.8,485.46,19.2,32,49.2,1526,98
563.4,482.85,26.5,32,66.9,1604,98
563.4,482.85,26.1,32,66.9,1604,98
563.9,477.85,39.6,32,84.7,1692,98
563.9,477.85,37.3,32,84.7,1692,98
564.5,476.15,59.2,32,106.3,1895,98
564.5,476.15,57.7,32,106.3,1895,98
565.1,471.03,64.3,32,114.2,2153,98
565.1,471.03,61.9,32,114.2,2153,98
565.6,462.94,64.3,32,90.6,2377,97
565.6,462.94,58.6,32,90.6,2377,97
565.6,462.94,55.8,32,90.6,2377,97
566.8,469.25,2.1,32,0,2277,98
566.8,469.25,-3,32,0,2277,98
567.3,485.61,-2.6,32,0,2061,98
567.3,485.61,-2.5,32,0,2061,98
567.9,486.98,-0.7,32,0,1886,98
567.9,486.98,-3.7,32,0,1886,98
568.4,487.09,24.6,32,47.2,1866,98
569,487.6,41.9,32,86.6,1949,98
569,487.6,42.8,32,86.6,1949,98
569.6,477.8,49.5,32,94.5,2132,98
569.6,477.8,56.2,32,94.5,2132,98
570.2,469.73,56.7,32,82.7,2361,98
570.2,469.73,49.5,32,82.7,2361,98
570.7,465.89,41.1,32,66.9,2515,98
570.7,465.89,40.9,32,66.9,2515,98
571.3,465.19,30.3,32,45.3,2614,98
571.3,465.19,28.6,32,45.3,2614,98
571.8,468.71,-1.9,32,15.7,2584,98
571.8,468.71,2.5,32,15.7,2584,98
572.4,473.95,11.4,32,21.6,2519,98
572.4,473.95,16.6,32,21.6,2519,98
573,482.39,1.5,32,5.9,2461,98
573,482.39,1.5,32,5.9,2461,98
573.5,480.42,2.5,32,0,2408,99
573.5,480.42,-1.5,32,0,2408,99
574,485.88,9,32,11.8,2354,98
574,485.88,3.6,32,11.8,2354,98
574.6,487.03,0.6,32,0,2262,98
574.6,487.03,-1.1,32,0,2262,98
575.2,484.83,-1.3,32,0,1988,98
575.2,484.83,-2.3,32,0,1988,98
576.3,488,-2.3,32,0,1521,98
576.3,488,0.8,32,0,1521,98
576.8,488.09,-0.4,32,0,1372,98
576.8,488.09,-0.7,32,0,1372,98
577.4,488.05,3.6,32,13.7,1202,98
577.4,488.05,5.7,32,13.7,1202,98
577.9,488.28,12,32,58.5,1195,98
577.9,488.28,19.6,32,58.5,1195,98
578.5,485.56,13.7,32,41.3,1212,98
578.5,485.56,14.3,32,41.3,1212,98
579,482.39,25.3,32,72.8,1376,98
579,482.39,27.6,32,72.8,1376,98
579,482.39,31.2,32,72.8,1376,98
579.6,482.6,36.6,32,82.7,1471,98
579.6,482.6,33.9,32,82.7,1471,98
580.2,475.79,42.1,32,94.5,1641,98
580.2,475.79,39.6,32,94.5,1641,98
580.7,472.83,36.4,32,78.8,1798,98
580.7,472.83,37.1,32,78.8,1798,98
580.7,472.83,38.8,32,78.8,1798,98
581.3,471,12.2,32,13.7,1901,97
581.3,471,4.8,32,13.7,1901,97
581.9,471.95,-1.7,32,0,1805,97
581.9,471.95,-2.3,32,0,1805,97
582.4,486.7,0,32,0,1713,97
582.4,486.7,1.5,32,0,1713,97
583,487.4,8.2,32,23.6,1625,98
583,487.4,20,32,23.6,1625,98
583.5,487.74,4,32,7.8,1593,97
583.5,487.74,-0.7,32,7.8,1593,97
584.1,482.18,14.9,32,31.5,1568,98
584.1,482.18,14.7,32,31.5,1568,98
584.6,486.73,-9.4,32,0,1545,97
584.6,486.73,-1.7,32,0,1545,97
584.6,486.73,-1.7,32,0,1545,97
585.2,482.44,27.4,32,68.9,1598,98
585.2,482.44,35.4,32,68.9,1598,98
585.8,485.06,34.3,32,74.8,1674,98
585.8,485.06,32.2,32,74.8,1674,98
586.3,475.81,37.3,32,74.8,1828,97
586.3,475.81,33.1,32,74.8,1828,97
586.9,473.92,-3.1,32,3.9,1876,97
587.5,471.92,2.5,32,9.8,1815,98
587.5,471.92,1.2,32,9.8,1815,98
588,487.14,10.5,32,29.5,1820,98
588,487.14,13.1,32,29.5,1820,98
588.6,485.48,17,32,39.4,1831,98
588.6,485.48,21.3,32,39.4,1831,98
589.1,482,22.5,32,43.3,1867,98
589.1,482,22.5,32,43.3,1867,98
589.7,479.49,29.5,32,59.1,1976,98
589.7,479.49,32.2,32,59.1,1976,98
590.2,478.7,21.9,32,41.3,2028,98
590.2,478.7,22.7,32,41.3,2028,98
590.8,474.56,13.5,32,27.5,2042,98
590.8,474.56,10.3,32,27.5,2042,98
591.4,478.89,0.4,32,9.8,1993,97
591.4,478.89,-2.5,32,9.8,1993,97
592.5,486.42,16.6,32,17.7,1951,98
592.5,486.42,11.1,32,17.7,1951,98
592.5,486.42,5.2,32,17.7,1951,98
593,484.89,1.5,32,1.9,1916,97
593,484.89,2.3,32,1.9,1916,97
593.6,484.42,26.7,32,47.2,1889,98
593.6,484.42,19,32,47.2,1889,98
594.1,487.66,8,32,21.6,1918,97
594.1,487.66,9.9,32,21.6,1918,97
594.7,479.33,5,32,19.7,1896,97
594.7,479.33,15.2,32,19.7,1896,97
595.2,483.13,19.8,32,51.2,1884,98
595.2,483.13,33.5,32,51.2,1884,98
595.8,484.66,50.3,32,94.5,2053,98
595.8,484.66,50.3,32,94.5,2053,98
596.4,475.07,60.7,32,98.5,2267,98
596.4,475.07,62.8,32,98.5,2267,98
596.9,466.04,53.3,32,82.7,2449,98
596.9,466.04,56.5,32,82.7,2449,98
597.5,464.07,18.1,32,29.5,2489,97
597.5,464.07,21,32,29.5,2489,97
598.1,469.38,-6.2,32,0,2421,97
598.1,469.38,-4.5,32,0,2421,97
598.6,479.92,-1.1,32,0,2299,97
598.6,479.92,-0.9,32,0,2299,97
599.2,486.83,-2.5,32,0,2063,97
599.2,486.83,-0.4,32,0,2063,97
599.7,487.39,-1.7,32,0,1961,97
600.8,487.48,1.9,32,7.8,1692,97
600.8,487.48,3.4,32,7.8,1692,97
601.4,487.48,1.5,32,7.8,1601,97
601.4,487.48,1.9,32,7.8,1601,97
601.9,486.56,15.6,32,29.5,1582,97
601.9,486.56,11.4,32,29.5,1582,97
602.5,486.89,12.8,32,31.5,1567,98
602.5,486.89,13.9,32,31.5,1567,98
603.1,483.12,13.7,32,39.4,1557,98
603.1,483.12,17.3,32,39.4,1557,98
603.6,482.65,19.2,32,59.1,1580,97
603.6,482.65,22.1,32,59.1,1580,97
604.2,481.14,20.8,32,49.2,1644,97
604.2,481.14,22.5,32,49.2,1644,97
604.7,477.2,6.1,32,15.7,1656,97
604.7,477.2,5.9,32,15.7,1656,97
605.3,479.28,3.8,32,13.7,1578,97
605.3,479.28,5.2,32,13.7,1578,97
605.8,484.96,3.3,32,19.7,1501,97
605.8,484.96,6.3,32,19.7,1501,97
606.4,485.39,14.1,32,39.4,1515,97
606.4,485.39,16.6,32,39.4,1515,97
606.9,482.55,18.3,32,47.2,1527,98
606.9,482.55,20.8,32,47.2,1527,98
607.5,481.04,30.1,32,72.8,1600,97
607.5,481.04,32.9,32,72.8,1600,97
608.1,479.35,43,32,94.5,1671,97
608.1,479.35,44,32,94.5,1671,97
608.6,472.77,50.4,32,100.4,1861,97
609.2,468.9,62.2,32,106.3,2122,98
609.8,464.96,55.8,32,84.7,2345,98
609.8,464.96,45.3,32,84.7,2345,98
610.3,460.92,0.6,32,13.7,2383,97
610.3,460.92,1.5,32,13.7,2383,97
610.9,465.57,-2.6,32,0,2223,97
610.9,465.57,-3.7,32,0,2223,97
611.5,485.73,-2.8,32,0,1968,97
611.5,485.73,-0.7,32,0,1968,97
612,486.51,0.8,32,15.4,1843,97
612,486.51,19.2,32,15.4,1843,97
612,486.51,6.9,32,15.4,1843,97
612.5,486.62,23.8,32,51.2,1836,98
612.5,486.62,22.3,32,51.2,1836,98
613.1,481.4,43.6,32,80.7,1938,98
613.1,481.4,38.1,32,80.7,1938,98
613.7,476.2,44.7,32,88.6,2118,98
613.7,476.2,52.9,32,88.6,2118,98
614.3,468.88,55.8,32,88.6,2350,98
614.3,468.88,62.1,32,88.6,2350,98
614.8,466.11,41.5,32,74.8,2510,98
614.8,466.11,44,32,74.8,2510,98
615.4,463.89,23.2,32,37.4,2619,97
615.4,463.89,22.3,32,37.4,2619,97
615.9,465.65,9.2,32,17.7,2589,97
615.9,465.65,6.1,32,17.7,2589,97
616.5,476.14,17.7,32,33.4,2540,98
616.5,476.14,23.8,32,33.4,2540,98
616.5,476.14,25.9,32,33.4,2540,98
617.1,480.76,27.8,32,41.3,2561,98
617.1,480.76,23.2,32,41.3,2561,98
618.2,473.99,4.6,32,0,2507,98
618.2,473.99,-6,32,0,2507,98
618.7,480.2,0.2,32,0,2318,98
619.3,487.76,0.2,32,0,1996,98
619.3,487.76,-1.5,32,0,1996,98
619.8,486.48,-0.4,32,0,1682,97
619.8,486.48,-2.6,32,0,1682,97
619.8,486.48,-1.1,32,0,1682,97
620.4,486.62,-1.1,32,0,1425,98
620.4,486.62,-1.7,32,0,1425,98
620.9,486.72,-2.3,32,0,1301,97
620.9,486.72,-0.7,32,0,1301,97
621.5,486.92,9.9,32,33.4,1204,97
621.5,486.92,9.9,32,33.4,1204,97
622.6,483.07,17.3,32,53.1,1319,98
623.2,481.01,29.3,32,66.9,1445,98
623.2,481.01,25.5,32,66.9,1445,98
623.8,478.57,31.4,32,78.8,1565,97
623.8,478.57,32.6,32,78.8,1565,97
624.3,475.89,32.2,32,78.8,1650,97
624.3,475.89,36.4,32,78.8,1650,97
624.9,473,17,32,41.3,1802,97
624.9,473,14.5,32,41.3,1802,97
624.9,473,18.9,32,41.3,1802,97
625.5,471.48,-0.7,32,0,1773,97
625.5,471.48,-1.5,32,0,1773,97
626,481.85,0,32,0,1713,97
626,481.85,-2.1,32,0,1713,97
626.6,486.35,-1.1,32,0,1522,97
626.6,486.35,-1.9,32,0,1522,97
627.1,486.71,1.7,32,21.6,1381,97
627.1,486.71,10.7,32,21.6,1381,97
628.3,484.09,16.8,32,45.3,1422,97
628.3,484.09,18.1,32,45.3,1422,97
628.8,480.7,16,32,49.2,1497,97
628.8,480.7,19,32,49.2,1497,97
629.4,479.93,44,32,94.5,1631,98
629.4,479.93,44.2,32,94.5,1631,98
629.9,478.76,49.7,32,102.4,1820,97
629.9,478.76,46.8,32,102.4,1820,97
630.5,469.7,29.5,32,39.4,2052,97
630.5,469.7,18.3,32,39.4,2052,97
631,465.88,3.1,32,9.8,2029,97
631,465.88,2.1,32,9.8,2029,97
631.6,483.57,-0.4,32,5.9,1944,97
631.6,483.57,1.7,32,5.9,1944,97
632.2,486.37,7.4,32,23.6,1914,97
632.2,486.37,9.7,32,23.6,1914,97
632.7,484.53,10.3,32,25.6,1902,97
632.7,484.53,8.4,32,25.6,1902,97
632.7,484.53,12,32,25.6,1902,97
633.3,482.35,13.9,32,29.5,1900,97
633.3,482.35,10.9,32,29.5,1900,97
633.8,481.47,20.2,32,42,1931,97
633.8,481.47,17.9,32,42,1931,97
634.4,481.18,21.1,32,44.8,1960,97
634.4,481.18,23.2,32,44.8,1960,97
634.9,478.5,-0.2,32,15.7,1992,97
635.5,477.71,-0.9,32,7.8,1935,97
635.5,477.71,1.2,32,7.8,1935,97
636,483.6,2.9,32,5.9,1894,97
636,483.6,1.7,32,5.9,1894,97
636.6,485.45,3.6,32,15.7,1863,97
636.6,485.45,4.2,32,15.7,1863,97
637.2,485.8,3.8,32,15.7,1821,97
637.2,485.8,4.2,32,15.7,1821,97
637.7,484.05,14.9,32,27.5,1798,97
637.7,484.05,13.3,32,27.5,1798,97
638.8,481.77,16.6,32,33.4,1831,97
638.8,481.77,16.4,32,33.4,1831,97
639.4,480.98,23.6,32,61,1866,97
639.4,480.98,22.9,32,61,1866,97
639.9,481.15,43,32,80.7,1982,97
639.9,481.15,40.2,32,80.7,1982,97
640.5,474.25,54.6,32,93.6,2217,97
641.1,467.79,56.2,32,88.6,2420,97
641.1,467.79,57.9,32,88.6,2420,97
641.1,467.79,54.3,32,88.6,2420,97
641.7,464.57,48.2,32,65,2560,97
641.7,464.57,49.1,32,65,2560,97
642.2,463.97,-10.5,32,0,2531,97
642.2,463.97,-13.2,32,0,2531,97
642.8,469.39,-0.9,32,0,2422,97
642.8,469.39,-0.2,32,0,2422,97
643.3,486.11,-2.3,32,0,2169,97
643.9,486.16,0.8,32,0,1974,97
643.9,486.16,-2.3,32,0,1974,97
644.4,486.29,-1.5,32,0,1873,97
644.4,486.29,-3.3,32,0,1873,97
645,486.58,-2.6,33,0,1724,97
645,486.58,-2.1,33,0,1724,97
645,486.58,-0.4,33,0,1724,97
645.5,486.66,16.2,33,23.6,1629,97
645.5,486.66,15.4,33,23.6,1629,97
646.1,486.94,19.8,33,45.3,1624,97
646.1,486.94,18.7,33,45.3,1624,97
646.7,481.74,21.3,33,35.4,1664,97
646.7,481.74,21.1,33,35.4,1664,97
647.2,478.62,10.7,33,29.5,1643,97
647.2,478.62,6.9,33,29.5,1643,97
647.8,479.39,-1.5,33,0,1554,97
647.8,479.39,-2.1,33,0,1554,97
648.3,480.53,11.8,33,29.5,1554,97
648.3,480.53,9.5,33,29.5,1554,97
648.9,486.53,13.9,33,27.5,1591,97
648.9,486.53,9,33,27.5,1591,97
649.4,481.64,4.2,33,15.7,1550,97
649.4,481.64,3.1,33,15.7,1550,97
649.4,481.64,2.3,33,15.7,1550,97
650,482.27,5.3,33,17.7,1506,96
650,482.27,4,33,17.7,1506,96
650.5,484.42,9.5,33,27.5,1499,96
650.5,484.42,9.9,33,27.5,1499,96
651.1,483.82,14.1,33,37.4,1493,97
651.1,483.82,16.4,33,37.4,1493,97
651.7,482.46,36.4,33,82.7,1547,97
651.7,482.46,35,33,82.7,1547,97
652.2,479.51,39.2,33,90.6,1645,97
652.2,479.51,42.5,33,90.6,1645,97
652.8,472.89,51.2,33,106.3,1897,97
652.8,472.89,56.9,33,106.3,1897,97
653.4,469.28,61.7,33,106.3,2160,97
653.4,469.28,61.7,33,106.3,2160,97
654,464.4,26.5,32,45.3,2354,96
654,464.4,16.2,32,45.3,2354,96
654.5,460.94,-2.8,32,0,2302,96
654.5,460.94,-3.9,32,0,2302,96
655.1,475.11,-2.5,32,0,2127,97
655.1,475.11,0,32,0,2127,97
655.6,485.61,-3,32,0,1962,97
655.6,485.61,1.3,32,0,1962,97
