Time (s),Voltage (V),Current (A),Temperature (C),Torque (Nm),Speed (RPM),SOC (%)
0,494.19,2.9,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,-0.2,31,0,0,97
0,494.19,-0.2,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,-0.4,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,-0.4,31,0,0,97
0,494.19,-0.2,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,0.2,31,0,0,97
0,494.19,0.4,31,0,0,97
0,494.19,0.2,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,-0.4,31,0,0,97
0,494.19,-0.4,31,0,0,97
0,494.19,-0.4,31,0,0,97
0,494.19,-0.4,31,0,0,97
0,494.19,-0.2,31,0,0,97
0,494.19,0.2,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,0.2,31,0,0,97
0,494.19,0.2,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,-0.4,31,0,0,97
0,494.19,-0.2,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,-0.4,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,-0.6,31,0,0,97
0,494.19,-0.2,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,-0.4,31,0,0,97
0,494.19,-0.2,31,0,0,97
0,494.19,0.2,31,0,0,97
0,494.19,0.4,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,0,31,0,0,97
0,494.19,0.2,31,0,0,97
0,494.19,0,31,0,0,97
0,493.72,2.9,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0.4,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.6,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0.4,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,2.9,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0.4,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.6,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,-0.4,31,0,0,97
0,493.72,-0.2,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0.4,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0,31,0,0,97
0,493.72,0.2,31,0,0,97
0,493.72,0,31,0,0,97
0,493.73,2.9,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,-0.2,31,0,0,97
0,493.73,-0.2,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,-0.4,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,-0.4,31,0,0,97
0,493.73,-0.2,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,0.2,31,0,0,97
0,493.73,0.4,31,0,0,97
0,493.73,0.2,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,-0.4,31,0,0,97
0,493.73,-0.4,31,0,0,97
0,493.73,-0.4,31,0,0,97
0,493.73,-0.4,31,0,0,97
0,493.73,-0.2,31,0,0,97
0,493.73,0.2,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,0.2,31,0,0,97
0,493.73,0.2,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,-0.4,31,0,0,97
0,493.73,-0.2,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,-0.4,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,-0.6,31,0,0,97
0,493.73,-0.2,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,-0.4,31,0,0,97
0,493.73,-0.2,31,0,0,97
0,493.73,0.2,31,0,0,97
0,493.73,0.4,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,0,31,0,0,97
0,493.73,0.2,31,0,0,97
0,493.73,0,31,0,0,97
2.8,493.72,0.2,31,0,0,97
2.8,493.72,-0.4,31,0,0,97
3.4,493.72,-0.2,31,0,0,97
3.4,493.72,0.2,31,0,0,97
3.9,493.72,-0.2,31,0,0,97
3.9,493.72,-0.2,31,0,0,97
4.5,493.72,0,30,0,0,97
4.5,493.72,-0.2,30,0,0,97
5,493.72,-0.2,30,0,0,97
5,493.72,0.2,30,0,0,97
5.6,493.72,0,30,0,0,97
5.6,493.72,-0.2,30,0,0,97
6.1,493.72,0,30,0,0,97
6.1,493.72,0,30,0,0,97
6.7,493.73,-0.2,30,0,0,97
6.7,493.73,0,30,0,0,97
7.3,493.72,0,30,0,0,97
7.3,493.72,0,30,0,0,97
7.8,493.72,0,30,0,0,97
7.8,493.72,-0.4,30,0,0,97
8.3,493.72,-0.4,30,0,0,97
8.3,493.72,-0.2,30,0,0,97
8.9,493.73,0,30,0,0,97
8.9,493.73,-0.6,30,0,0,97
9.5,493.72,0.2,30,0,0,97
9.5,493.72,-0.2,30,0,0,97
10,493.72,-0.2,30,0,0,97
10,493.72,0.2,30,0,0,97
10.6,493.72,-0.2,30,0,0,97
10.6,493.72,0,30,0,0,97
11.1,493.73,0,30,0,0,97
11.1,493.73,0,30,0,0,97
11.7,493.72,-0.2,30,0,0,98
11.7,493.72,0,30,0,0,98
12.2,493.72,0,30,0,0,97
12.2,493.72,0,30,0,0,97
12.8,493.72,-0.2,30,0,0,97
12.8,493.72,0,30,0,0,97
13.3,493.73,-0.2,30,0,0,97
13.3,493.73,0,30,0,0,97
13.9,493.72,0,30,0,0,98
13.9,493.72,0,30,0,0,98
14.5,493.72,0,30,0,0,97
14.5,493.72,0.2,30,0,0,97
15,493.72,-0.4,30,0,0,97
15,493.72,-0.4,30,0,0,97
15.6,493.73,0,30,0,0,97
15.6,493.73,-0.2,30,0,0,97
16.1,493.72,-0.2,30,0,0,97
16.1,493.72,-0.4,30,0,0,97
16.7,493.72,-0.2,30,0,0,97
16.7,493.72,0,30,0,0,97
17.2,493.73,0,30,0,0,97
17.2,493.73,-0.2,30,0,0,97
17.8,493.68,0,30,0,0,97
17.8,493.68,0,30,0,0,97
18.3,493.69,-0.2,30,0,0,98
18.3,493.69,-0.2,30,0,0,98
18.9,493.71,-0.6,30,0,0,97
18.9,493.71,-0.2,30,0,0,97
19.5,493.71,-0.2,30,0,0,97
19.5,493.71,0.6,30,0,0,97
20,493.72,-0.2,30,0,0,96
20,493.72,0.4,30,0,0,96
20.6,493.71,0,30,0,0,97
20.6,493.71,0,30,0,0,97
21.1,493.72,0.4,30,0,0,98
21.1,493.72,0.4,30,0,0,98
21.7,493.72,0.4,30,0,0,98
21.7,493.72,-0.2,30,0,0,98
22.2,493.72,0,30,0,0,99
22.2,493.72,-0.4,30,0,0,99
22.8,493.71,-0.4,30,0,0,99
22.8,493.71,0,30,0,0,99
23.3,493.72,0.2,30,0,0,98
23.3,493.72,0.2,30,0,0,98
23.9,493.72,0.2,30,0,0,99
23.9,493.72,0,30,0,0,99
24.4,493.72,0,30,0,0,98
24.4,493.72,-0.2,30,0,0,98
25,493.71,0.2,30,0,0,99
25.6,493.72,0,30,0,0,98
25.6,493.72,-0.2,30,0,0,98
26.1,493.72,0,30,0,0,98
26.1,493.72,0,30,0,0,98
26.7,493.72,-0.2,30,0,0,99
26.7,493.72,0.2,30,0,0,99
27.2,493.71,-0.2,30,0,0,99
27.2,493.71,0,30,0,0,99
27.8,493.72,0.2,30,0,0,98
27.8,493.72,0.4,30,0,0,98
28.3,493.66,0.2,30,0,0,98
28.3,493.66,0,30,0,0,98
28.9,493.63,0,30,0,0,99
28.9,493.63,0,30,0,0,99
29.4,493.62,0.4,30,0,0,99
29.4,493.62,0.6,30,0,0,99
30,493.62,0.2,30,13.2,8,98
30,493.62,0.8,30,13.2,8,98
30.5,493.63,-0.4,30,0,655,98
30.5,493.63,-0.2,30,0,655,98
31.1,492.62,-0.7,30,0,971,99
31.1,492.62,-0.9,30,0,971,99
31.6,493.53,0,30,0,709,98
31.6,493.53,0,30,0,709,98
32.2,493.67,0.2,30,0,442,99
32.2,493.67,0,30,0,442,99
32.8,493.59,-0.2,30,0,584,99
32.8,493.59,-0.2,30,0,584,99
33.3,493.61,0.4,30,0,414,99
33.3,493.61,0.2,30,0,414,99
33.9,493.65,0.2,30,0,234,98
33.9,493.65,0,30,0,234,98
34.4,493.61,0,30,4.4,129,98
34.4,493.61,0,30,4.4,129,98
35.5,493.36,-0.4,30,0,600,99
35.5,493.36,-0.2,30,0,600,99
36.1,493.23,-0.7,30,0,855,98
36.1,493.23,0,30,0,855,98
36.6,493.03,0.6,30,8.8,615,99
36.6,493.03,1.7,30,8.8,615,99
37.2,493.5,0,30,0,515,99
37.2,493.5,-0.2,30,0,515,99
37.8,492.93,-0.2,30,0,499,99
38.3,493.56,1.3,30,6.6,376,99
38.3,493.56,1,30,6.6,376,99
38.9,493.66,1.3,30,8.8,325,98
38.9,493.66,1.5,30,8.8,325,98
39.4,493.33,2.9,30,6.6,345,98
39.4,493.33,1.9,30,6.6,345,98
40,493.16,0,30,0,316,99
40,493.16,0,30,0,316,99
40.5,493.41,0.8,30,6.6,330,98
40.5,493.41,1.2,30,6.6,330,98
41.1,493.58,1,30,6.6,594,99
41.1,493.58,1,30,6.6,594,99
41.6,493.14,1.2,30,4.4,777,98
41.6,493.14,1.2,30,4.4,777,98
42.2,492.99,-0.2,30,0,598,99
42.2,492.99,0.2,30,0,598,99
43.3,493.56,-0.2,30,0,234,99
43.3,493.56,0.2,30,0,234,99
43.9,493.58,0.2,30,0,109,99
43.9,493.58,0,30,0,109,99
44.4,493.56,-0.4,30,0,30,98
44.4,493.56,-0.4,30,0,30,98
45,493.52,0.2,30,0,0,98
45,493.52,0,30,0,0,98
45.5,493.53,0,30,0,0,99
45.5,493.53,-0.4,30,0,0,99
46.1,493.53,0,30,0,0,99
46.1,493.53,0,30,0,0,99
46.6,493.59,-0.4,30,0,0,99
46.6,493.59,-0.2,30,0,0,99
47.2,493.57,-0.2,30,0,0,99
47.2,493.57,0,30,0,0,99
47.8,493.56,0,30,0,0,98
47.8,493.56,-0.2,30,0,0,98
48.3,493.53,-0.2,30,0,0,98
48.3,493.53,0,30,0,0,98
48.9,493.58,0.2,30,0,0,99
48.9,493.58,0.2,30,0,0,99
49.4,493.59,-0.2,30,0,0,99
49.4,493.59,-0.4,30,0,0,99
50,493.58,-0.2,30,0,0,98
50,493.58,0,30,0,0,98
50.5,493.6,-0.4,30,0,0,98
51.1,493.57,-0.2,30,0,0,99
51.1,493.57,0,30,0,0,99
51.6,493.55,0,30,0,0,99
51.6,493.55,0,30,0,0,99
52.2,493.59,0,30,0,0,99
52.2,493.59,0,30,0,0,99
52.7,493.59,-0.4,30,0,0,98
52.7,493.59,0,30,0,0,98
53.3,493.59,0,30,0,0,98
53.3,493.59,-0.2,30,0,0,98
53.9,493.59,0.2,30,0,0,98
53.9,493.59,-0.4,30,0,0,98
54.4,493.59,0,30,0,0,98
54.4,493.59,0,30,0,0,98
55,493.59,1,30,0,0,98
55,493.59,-0.2,30,0,0,98
55.5,493.59,-0.2,30,0,0,98
55.5,493.59,0,30,0,0,98
56.1,493.59,-0.2,30,0,0,99
56.1,493.59,0,30,0,0,99
56.6,493.59,0,30,0,0,98
56.6,493.59,0.2,30,0,0,98
57.2,493.58,0.2,30,0,0,98
57.2,493.58,0,30,0,0,98
58.3,493.58,-0.2,30,0,0,98
58.3,493.58,0,30,0,0,98
58.8,493.59,0,30,0,0,99
58.8,493.59,-0.2,30,0,0,99
59.4,493.59,-0.4,30,0,0,99
59.4,493.59,0,30,0,0,99
60,493.58,0,30,0,0,99
60,493.58,0,30,0,0,99
60.5,493.6,-0.4,30,0,0,98
60.5,493.6,-0.2,30,0,0,98
61.1,493.59,-0.2,30,0,0,98
61.1,493.59,0,30,0,0,98
61.6,493.6,-0.2,30,0,0,99
61.6,493.6,0,30,0,0,99
62.2,493.59,0,30,0,0,98
62.2,493.59,0,30,0,0,98
62.7,493.58,-0.2,30,0,0,98
62.7,493.58,0,30,0,0,98
63.3,493.59,-0.2,30,0,0,99
63.8,493.59,0,30,0,0,99
63.8,493.59,-0.2,30,0,0,99
64.4,493.58,-0.7,30,0,0,98
64.4,493.58,-0.7,30,0,0,98
65,493.58,-0.4,30,0,0,98
65,493.58,-0.4,30,0,0,98
65.5,493.67,-0.7,30,0,0,98
65.5,493.67,-0.2,30,0,0,98
66.1,493.67,-0.7,30,0,0,98
66.1,493.67,-0.6,30,0,0,98
66.6,493.68,-0.4,30,0,0,97
66.6,493.68,0,30,0,0,97
67.2,493.67,-0.6,30,0,0,97
67.2,493.67,-0.6,30,0,0,97
67.7,493.68,-0.6,30,0,0,97
67.7,493.68,0,30,0,0,97
68.3,493.68,-0.6,30,0,0,98
68.3,493.68,-0.2,30,0,0,98
68.9,493.68,-0.6,30,0,0,97
68.9,493.68,-0.4,30,0,0,97
69.4,493.67,-0.6,30,0,0,97
69.4,493.67,-0.4,30,0,0,97
70,493.68,-0.6,30,0,0,97
70,493.68,-0.2,30,0,0,97
70.5,493.68,-0.4,30,0,0,98
70.5,493.68,-0.4,30,0,0,98
71.1,493.69,-0.6,30,0,0,97
71.1,493.69,-0.4,30,0,0,97
71.6,493.68,-0.6,30,0,0,97
71.6,493.68,-0.6,30,0,0,97
72.2,493.68,-0.7,30,0,0,97
72.2,493.68,-0.6,30,0,0,97
72.7,493.68,-0.4,30,0,0,97
72.7,493.68,-0.7,30,0,0,97
73.3,493.69,-0.7,30,0,0,98
73.3,493.69,-0.4,30,0,0,98
73.8,493.68,-0.7,30,0,0,97
73.8,493.68,-0.9,30,0,0,97
74.4,493.69,-0.6,30,0,0,98
74.4,493.69,-0.7,30,0,0,98
74.9,493.69,-0.7,30,0,0,97
74.9,493.69,-0.7,30,0,0,97
75.5,493.69,-0.4,30,0,0,97
75.5,493.69,-0.7,30,0,0,97
76.1,493.68,-0.4,30,0,0,97
76.1,493.68,-0.6,30,0,0,97
76.6,493.69,-0.7,30,0,0,97
76.6,493.69,-0.4,30,0,0,97
77.7,493.69,-0.4,30,0,0,97
77.7,493.69,-0.4,30,0,0,97
78.3,493.68,-0.4,30,0,0,98
78.3,493.68,-0.7,30,0,0,98
79.4,493.69,-0.4,30,0,0,98
79.4,493.69,-0.7,30,0,0,98
79.9,493.69,-0.9,30,0,0,97
79.9,493.69,-0.2,30,0,0,97
80.5,493.69,-0.7,30,0,0,97
80.5,493.69,-0.4,30,0,0,97
81,493.69,-0.4,30,0,0,97
81,493.69,-0.2,30,0,0,97
81.6,493.69,-0.6,30,0,0,98
81.6,493.69,-0.7,30,0,0,98
82.7,493.68,-0.6,30,0,0,97
82.7,493.68,-0.4,30,0,0,97
83.3,493.69,-0.4,30,0,0,97
83.3,493.69,-0.6,30,0,0,97
83.8,493.69,-0.7,30,0,0,98
83.8,493.69,-0.4,30,0,0,98
84.3,493.7,-0.4,30,0,0,97
84.3,493.7,-0.4,30,0,0,97
84.9,493.69,-0.6,30,0,0,97
84.9,493.69,-0.7,30,0,0,97
85.5,493.69,-0.7,30,0,0,97
85.5,493.69,-0.4,30,0,0,97
86,493.69,-0.7,30,0,0,97
86,493.69,-0.4,30,0,0,97
86.6,493.7,-0.2,30,0,0,97
86.6,493.7,-0.4,30,0,0,97
87.2,493.69,-0.6,30,0,0,97
87.2,493.69,-0.2,30,0,0,97
87.7,493.7,-0.7,30,0,0,97
87.7,493.7,-0.6,30,0,0,97
88.3,493.69,-0.4,30,0,0,97
88.3,493.69,-0.7,30,0,0,97
88.8,493.7,-0.9,30,0,0,97
89.4,493.69,-0.4,30,0,0,98
89.4,493.69,-0.6,30,0,0,98
89.9,493.7,-0.6,30,0,0,97
89.9,493.7,-0.4,30,0,0,97
90.5,493.7,-0.6,30,0,0,97
90.5,493.7,-0.4,30,0,0,97
91.6,493.69,-0.2,30,0,0,98
91.6,493.69,-0.6,30,0,0,98
92.7,493.7,-0.6,30,0,0,97
92.7,493.7,-0.4,30,0,0,97
93.2,493.7,-1.1,30,0,0,97
93.2,493.7,-0.4,30,0,0,97
93.8,493.69,-0.7,30,0,0,97
93.8,493.69,-0.6,30,0,0,97
94.4,493.7,-0.7,30,0,0,97
94.4,493.7,-0.7,30,0,0,97
94.9,493.7,-0.7,30,0,0,97
94.9,493.7,-0.6,30,0,0,97
95.5,493.7,-0.4,30,0,0,97
95.5,493.7,-0.6,30,0,0,97
96,493.69,-0.6,30,0,0,97
96,493.69,-0.2,30,0,0,97
96.6,493.7,-0.4,30,0,0,97
96.6,493.7,-0.6,30,0,0,97
97.1,493.7,-0.9,30,0,0,97
97.1,493.7,-0.6,30,0,0,97
97.7,493.7,-0.6,30,0,0,97
97.7,493.7,-0.4,30,0,0,97
98.2,493.69,-1.1,30,0,0,97
98.2,493.69,-0.7,30,0,0,97
99.4,493.7,-0.4,30,0,0,98
99.4,493.7,-0.4,30,0,0,98
99.9,493.7,-0.7,30,0,0,97
99.9,493.7,-0.4,30,0,0,97
100.5,493.69,-0.4,30,0,0,97
100.5,493.69,-0.7,30,0,0,97
101,493.7,-0.6,30,0,0,97
101,493.7,-0.2,30,0,0,97
101.6,493.7,-0.6,30,0,0,97
101.6,493.7,-0.6,30,0,0,97
102.1,493.7,-0.7,30,0,0,97
102.1,493.7,-0.4,30,0,0,97
102.7,493.69,-0.7,30,0,0,97
102.7,493.69,-0.7,30,0,0,97
103.2,493.7,-1.1,30,0,0,97
103.2,493.7,-0.7,30,0,0,97
103.8,493.7,-0.4,30,0,0,98
103.8,493.7,-0.4,30,0,0,98
104.3,493.7,-0.7,30,0,0,97
104.3,493.7,-0.6,30,0,0,97
105.5,493.7,-0.4,30,0,0,98
105.5,493.7,-0.4,30,0,0,98
106,493.7,-0.6,30,0,0,97
106,493.7,-0.4,30,0,0,97
107.1,493.69,-0.7,30,0,0,97
107.1,493.69,-0.6,30,0,0,97
107.7,493.7,-0.4,30,0,0,97
107.7,493.7,-0.6,30,0,0,97
108.2,493.7,-0.7,30,0,0,97
108.2,493.7,-0.4,30,0,0,97
108.8,493.7,-0.4,30,0,0,97
108.8,493.7,-0.6,30,0,0,97
109.3,493.7,-0.7,30,0,0,97
109.3,493.7,-0.9,30,0,0,97
109.9,493.7,-0.7,30,0,0,97
109.9,493.7,-0.6,30,0,0,97
110.7,493.7,2.9,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,-0.4,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,-0.4,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,0.2,30,0,0,97
110.7,493.7,-0.7,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,0.2,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,-0.4,30,0,0,97
110.7,493.7,-0.4,30,0,0,97
110.7,493.7,-0.4,30,0,0,97
110.7,493.7,-0.4,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,0.2,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,-0.4,30,0,0,97
110.7,493.7,-0.4,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,-0.4,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.7,0.2,30,0,0,97
110.7,493.7,-0.2,30,0,0,97
110.7,493.7,0,30,0,0,97
110.7,493.71,2.9,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0.2,30,0,0,97
110.7,493.71,-0.7,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,2.9,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0.2,30,0,0,97
110.7,493.71,-0.7,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,2.9,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,-0.4,30,0,0,97
110.7,493.71,-0.2,30,0,0,97
110.7,493.71,0.2,30,0,0,97
110.7,493.71,-0.7,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0.2,30,0,0,97
110.7,493.71,0,30,0,0,97
110.7,493.71,0,30,0,0,97
